name,id,template,numeric_id,variant_group,sort_order,sort_feature,intro_year,intro_month,year_order,enable_param,Type,roadtype,top_speed,model_life,vehicle_life,loading_speed,weight,power,reliability,capacity,running_cost_bias,engine,smoke_location,text,has_flatbed,has_covered_goods,has_alternate_goods,has_year_dependent_cargo,has_open_livestock,has_piece_goods_tanker,has_alternate_livery,trailer,custom_cargo_aging,limiter_speed,articulated_graphics,articulated_visual_effects,articulated_capacities,articulated_configuration,articulated_lengths,layout,ttd_len,is_tram,horse_type,cost,run_cost_modifier,running_cost,kmish_speed,kmish_limiter_speed,cars,additional_power_units,articulated_units,virtual_units,capacity_per_unit,capacity_per_trailer,length,width,height,voxel_size,notes
Renault Trafic Minibus,renault_trafic_minibus,bus,8141,,8141,FEAT_ROADVEHS,2014,1,1,enable_buses,Car,ROAD,95,-1,12,5,1.5,120,20,9,1,petrol,-4,"The Renault Trafic is popular as a minibus, and is used for everything from schools to ski transfers.",,,,,,,,,,,,,,,,,6,,,21,,65,77,0,,,1,1,9,9,,,,0x0x0,
BMW 335d Touring,bmw_f31,special/bmw,8161,,8161,FEAT_ROADVEHS,2016,1,1,enable_easter_eggs,Car,ROAD,155,-1,10,4,1.7,310,22,4,1,35d,-4,"The 335d Touring offers more than 300bhp from a 3-litre twin turbo diesel engine, giving 0-60 in under five seconds.",,,,,,,,,335,,,,,,,,5,,,15,,82,125,0,,,1,1,4,4,4.6,1.8,1.4,43x26x14,
Horse in a Zorb,zorb_horse,special/zorb_horse,6251,,6251,FEAT_ROADVEHS,2030,1,1,enable_easter_eggs,Light Goods,ROAD,100,-1,10,4,2,10,22,1,1,horse,-4,It is the business of the future to be dangerous. And to find new ways of transporting horses.,,,,,,,,,275,,,,,,,,7,,,6,-15,1,81,0,,,1,1,1,1,4.6,1.8,1.4,43x26x14,
Horse-Drawn Tram,horse_tram,articulated_open_bus,8861,,8861,FEAT_ROADVEHS,1860,1,1,enable_trams,Tram,RAIL,18,50,35,9,8,15,20,24,1,horse,0,"With the low friction of steel rails, horses could draw many more passengers on level ground when attached to a tram.",,,,,,,,,,,"horses,",,"1,47","horses,","4,8","horses,horse_tram",4,1,horses,27,3,20,15,0,,,1,1,24,24,,,,0x0x0,
Grantham's Steam Tram,grantham_steam_tram,open_bus,8887,,8887,FEAT_ROADVEHS,1873,1,1,enable_trams,Tram,RAIL,20,30,30,9,9,30,18,50,1,steam,0,John Grantham's steam tramcar was an early attempt to replace horse-drawn trams.,,,,,,,,,,,,,,,,,8,1,,40,,29,16,0,,,1,1,50,50,,,,0x0x0,
Conduit Car,conduit_car,open_bus,8911,,8911,FEAT_ROADVEHS,1885,1,1,enable_trams,Tram,ELRL,21,35,30,8,7,20,20,32,1,electric,0,Conduit trams drew their power from a conduit running in the ground. This system was widely used on early London tramways.,,,,,,,,,,,,,,,,,8,1,,33,,23,17,0,,,1,1,32,32,,,,0x0x0,10hp
GF Milne Tram,gf_milne_tram,bus,8927,,8927,FEAT_ROADVEHS,1893,3,1,enable_trams,Tram,ELRL,22,35,75,9,7.5,50,20,42,1,electric,0,"The GF Milne ""Car No. 1"" holds the Guinness World Record for oldest tram still operating on its original line.",,,,,,,,,,,,,,,,,8,1,,45,,34,18,0,,,1,1,42,42,,,,0x0x0,50hp
MER Tunnel Car,mer_tunnel_car,bus,8929,,8929,FEAT_ROADVEHS,1894,6,1,enable_trams,Tram,ELRL,22,35,75,9,7,80,20,36,1,electric,0,"The Tunnel Cars were named after their long interiors, originally fitted with longitudinal seating.",,,,,,,,,,,,,,,,,8,1,,42,,36,18,0,,,1,1,36,36,,,,0x0x0,80hp
Fleetwood Box Car,fleetwood_box_car,bus,8937,,8937,FEAT_ROADVEHS,1898,1,1,enable_trams,Tram,ELRL,23,35,45,11,8,80,20,48,1,electric,0,Fleetwood box cars operated between Blackpool and Fleetwood in the early 20th century.,,,,,,,,,,,,,,,,,8,1,,45,,41,19,0,,,1,1,48,48,,,,0x0x0,80hp
MER Winter Saloon,mer_winter_saloon,bus,8939,,8939,FEAT_ROADVEHS,1899,1,1,enable_trams,Tram,ELRL,24,35,65,9,7,80,20,48,1,electric,0,"Despite the name, enclosed winter saloon trams were often operated year-round.",,,,,,,,,,,,,,,,,8,1,,49,,42,19,0,,,1,1,48,48,,,,0x0x0,80hp
Marton Box Car,marton_box_car,bus,9011,,9011,FEAT_ROADVEHS,1901,1,1,enable_trams,Tram,ELRL,25,35,32,7,7.5,60,20,58,1,electric,0,"The Marton box cars, named for their sharp edges, had narrow entrances and were unpopular with passengers.",,,,,,,,,,,,,,,,,8,1,,49,,43,20,0,,,1,1,58,58,,,,0x0x0,60hp
"UEC Blackpool ""Toastrack""",uec_toastrack,open_bus,9111,,9111,FEAT_ROADVEHS,1911,1,1,enable_trams,Tram,ELRL,22,30,30,12,6,105,20,68,1,electric,0,Toastrack trams were very popular with tourists during summer months.,,,,,,,,,,,,,,,,,8,1,,49,,47,18,0,,,1,1,68,68,,,,0x0x0,105hp
Standard Car,standard_car,bus,9231,,9231,FEAT_ROADVEHS,1923,1,1,enable_trams,Tram,ELRL,30,38,50,9,9,80,20,78,1,electric,0,Standard trams were an attempt to replace the many different varieties of tram operating on Blackpool's tramways with a standardised model.,,,,,,,1,,,,,,,,,,8,1,,67,,57,24,0,,,1,1,78,78,,,,0x0x0,
English Electric Balloon,balloon_tram,bus,9341,,9341,FEAT_ROADVEHS,1934,1,1,enable_trams,Tram,ELRL,35,40,55,11,11,114,20,92,1,electric,0,"The ""Balloon"" tram was so named due to its bulbous streamlined shape.",,,,,,,,,,,,,,,,,8,1,,80,,72,28,0,,,1,1,92,92,,,,0x0x0,114hp
Coronation Tram,coronation_tram,bus,9521,,9521,FEAT_ROADVEHS,1952,1,1,enable_trams,Tram,ELRL,40,20,35,11,12,180,28,56,1.1,electric,0,"Although technically advanced, the Coronation tram had high power requirements and poor reliability.",,,,,,,,,,,,,,,,,8,1,,56,,80,32,0,,,1,1,56,56,,,,0x0x0,180hp
Progress Twin Car,progress_twin_car,articulated_bus,9601,,9601,FEAT_ROADVEHS,1960,1,1,enable_trams,Tram,ELRL,36,30,40,12,15,114,20,122,1,electric,0,The Progress Twin Cars were rebuilt from earlier Blackpool trams.,,,,,,,,,,,"front,rear",1,"56,66","front,rear","8,8","progress_twin_car_front,progress_twin_car_rear",8,1,,88,,80,29,0,2,,2,2,61,122,,,,0x0x0,"56+66 pax, 114hp"
Jubilee Tram,jubilee_tram,bus,9791,,9791,FEAT_ROADVEHS,1979,6,1,enable_trams,Tram,ELRL,40,25,35,11,12,114,20,108,1,electric,0,The Jubilee trams were extended and rebodied Balloon trams.,,,,,,,,,,,,,,,,,8,1,,86,,83,32,0,,,1,1,108,108,,,,0x0x0,114hp
Centenary Tram,centenary_tram,bus,9841,,9841,FEAT_ROADVEHS,1984,1,1,enable_trams,Tram,ELRL,43,30,40,10,8,114,20,70,1,electric,0,Centenary trams used large numbers of bus parts.,,,,,,,,,,,,,,,,,8,1,,73,,75,35,0,,,1,1,70,70,,,,0x0x0,114hp
LHB P86 Stock,dlr_p86,articulated_bus,9871,,9871,FEAT_ROADVEHS,1987,1,1,enable_trams,Tram,ELRL,40,28,25,14,18,375,20,188,1,electric,0,The P86 stock was used both on London's DLR system as a light rail vehicle and in the German city of Essen as a tram.,,,,,,,,,,,"front,rear","1,,1,","72,72,72,72","front,rear,front,rear","8,8,8,8","dlr_p86_front,dlr_p86_rear,dlr_p86_front,dlr_p86_rear",8,1,,106,,124,32,0,4,,4,4,47,63,28,2.65,3.5,262x38x34,"375hp, 2 car"
Bombardier CR4000,bombardier_cr4000,articulated_bus,9981,,9981,FEAT_ROADVEHS,1998,9,1,enable_trams,Tram,ELRL,50,-1,25,14,36,480,20,208,1,electric,0,The CR4000 was the first tram to run in London since the end of the original system in 1952.,,,,,,,,,,,"front,rear","1,1","104,104","front,rear","8,8","bombardier_cr4000_front,bombardier_cr4000_rear",8,1,,125,,155,40,0,2,,2,2,104,208,30,2.65,3.7,280x38x36,480hp
Bombardier B07 Stock,dlr_b07,articulated_bus,10082,,10082,FEAT_ROADVEHS,2008,1,2,enable_trams,Tram,ELRL,62,-1,25,14,36,375,20,284,1,electric,0,B07 stock was the first type to operate as a 3-car train on London's DLR.,,,,,,,,,,,"front,rear","1,,1,,1,","76,76,76,76,76,76","front,rear,front,rear,front,rear","8,8,8,8,8,8","dlr_b07_front,dlr_b07_rear,dlr_b07_front,dlr_b07_rear,dlr_b07_front,dlr_b07_rear",8,1,,162,,190,50,0,6,,6,6,47,57,32,2.65,3.4,299x38x33,"375hp, 3 car"
Flexity 2,flexity_2,articulated_bus,10101,,10101,FEAT_ROADVEHS,2010,11,1,enable_trams,Tram,ELRL,44,-1,25,14,41,640,20,225,1,electric,0,The Flexity 2 is a modern low-floor tram with a large capacity and multiple doors for fast loading.,,,,,,,,,,,"front,mid_1,mid_2,rear",",,1,,","44,50,32,50,44","front,mid_1,mid_2,mid_1,rear","6,5,4,5,6","flexity_2_front,flexity_2_mid_1,flexity_2_mid_2,flexity_2_mid_1,flexity_2_rear",6,1,,122,,153,35,0,5,,5,5,45,56,,,,0x0x0,"640hp, 5 car"
Vossloh Class 399,vossloh_class_399,articulated_bus,10171,,10171,FEAT_ROADVEHS,2017,1,1,enable_trams,Tram,ELRL,62,-1,30,12,63,1180,20,238,1,electric,0,The Vossloh Class 399 is a powerful and advanced tram/train hybrid vehicle.,,,,,,,,,,,"front,mid,rear",",1,","75,87,75","front,mid,rear","8,8,8","vossloh_class_399_front,vossloh_class_399_mid,vossloh_class_399_rear",8,1,,154,,214,50,0,3,,3,3,79,119,37.2,2.65,3.6,347x38x35,1180hp
